Time,Pitch,Roll,Yaw,X-Accel,Y-Accel,Z-Accel,Gyro1,Gyro2,Gyro3,Mag1,Mag2,Mag3
0.27503395080566406,-0.4557151955530733,1.6348519943765976,-177.1267264515597,312,1748,16511,-22,-64,-47,541.375,-134.875,-69.5
0.5510375499725342,-0.9409912859912521,2.9045314463900356,-174.93280470345866,284,1695,16815,50,-193,-78,537.375,-135.25,-75.0
0.8261756896972656,-1.13812644483983,3.8365734136223875,-173.17499130686596,401,1698,16494,44,-25,-32,537.75,-134.625,-71.5
1.1011996269226074,-1.1603597772375527,4.574608745535037,-171.86515249367827,277,1810,16572,35,-12,-16,540.5,-131.875,-72.0
1.3764090538024902,-1.2044177288737388,5.347026199998798,-170.80281238040794,260,1954,16499,104,-45,-61,541.125,-137.75,-71.125
1.6536681652069092,-1.3118907964486588,6.076027070230184,-169.88672421226218,261,2139,15988,80,-89,12,540.875,-138.125,-72.625
1.9287219047546387,-1.2130221337060576,6.757621016868828,-169.23488755315338,-11,2247,15925,115,-118,-24,542.375,-138.375,-67.625
2.203953266143799,-0.7779733870107328,6.937944408958479,-168.69122143894458,14,2224,16541,-62,133,-33,545.0,-140.0,-68.875
2.479454755783081,-1.13265185595367,7.158135013314384,-168.4468312519018,5,2118,16524,51,-360,-110,542.625,-140.125,-68.125
2.7553186416625977,-1.153293760718397,7.3631510539116345,-168.4498768886379,312,2258,16378,11,-39,-176,545.125,-133.625,-67.125
3.031421661376953,-1.3821308505040022,7.185785561321474,-168.42768022726113,607,1729,16537,58,-34,-169,543.0,-133.875,-68.75
3.377336025238037,-1.1086326370934145,7.3348331398076745,-167.9697059433577,-9,2124,16847,75,-5,86,540.25,-136.0,-66.25
3.7358577251434326,-1.3318195159996424,7.327509672740767,-167.99107599581097,245,1942,16536,71,-203,-105,541.125,-133.875,-72.0
4.075957775115967,-1.5258947811885781,7.526271314803843,-167.8932497109442,436,2096,16307,112,-110,-76,536.5,-136.0,-74.875
4.431683778762817,-1.6020499029863946,7.3750947325111325,-167.63183056573587,659,1991,16676,-18,60,2,538.75,-137.875,-70.375
4.788011789321899,-1.6242006223980323,7.38085195033855,-167.4765896216721,615,2149,16461,-19,64,-11,536.375,-135.5,-68.25
5.141226530075073,-1.7524542536256948,7.685157750063238,-167.79146664500811,495,2301,16065,82,-100,-232,539.75,-133.0,-71.5
5.495687961578369,-1.121733930222995,7.230227206119961,-167.75523428049422,218,2049,16650,-212,280,-25,545.75,-129.625,-67.25
5.8524463176727295,-0.7984309444110366,8.061957449367368,-168.08456832744437,-1144,2688,16238,239,-562,-174,537.5,-128.75,-71.25
6.210053443908691,-1.4406834361925134,7.316656884064062,-168.0976016167047,607,1691,16722,-159,-242,87,538.125,-120.625,-72.25
6.564743280410767,-2.9666591052489304,7.3961278698727995,-167.7663388597196,2000,2000,15844,87,-163,293,542.75,-121.625,-67.625
6.92288875579834,-0.8740445106262759,7.860315683629706,-167.95813475985662,169,1451,19286,792,1050,-122,556.875,-118.75,-63.25
7.275386095046997,-1.3210392028369953,6.870210621613975,-167.75300339463158,113,758,16935,116,-354,218,563.875,-126.75,-57.5
7.633960485458374,-0.7317917771962159,6.0600583674514645,-168.2550499989253,-422,1988,16374,-530,-17,-45,567.5,-110.75,-57.75
7.993252277374268,-0.7520372668366783,6.385915440428544,-169.26128517290596,-78,2551,16373,-168,-212,-375,558.25,-103.125,-55.625
8.354479789733887,-1.675273249096024,5.408426012697908,-170.19147069524377,1147,928,15094,-219,-127,-292,559.875,-89.5,-51.875
8.708881139755249,0.19931560959807698,5.933776998205693,-170.59716784388712,-583,1953,17490,226,731,-179,571.25,-91.75,-41.125
9.050917863845825,-0.38207242583281964,5.042433597394139,-170.1156673921482,1023,169,16698,178,176,270,557.0,-101.125,-52.375
9.32605242729187,0.6970521934186948,5.978341722555602,-171.08947703723362,-2166,2539,17274,168,-423,-491,549.0,-92.0,-58.625
9.601569652557373,0.9038516481337784,5.169645226551833,-170.82238790835376,-688,1011,15485,-212,-107,283,549.0,-87.25,-60.5
9.876957416534424,0.8666146159284197,4.475693443331857,-170.95843597786433,-248,620,16216,-29,-27,-70,552.5,-94.0,-59.125
10.153218746185303,1.6016049120828388,3.923660133806954,-169.8624262763708,-506,772,18832,-95,445,592,550.75,-101.875,-66.25
10.428438425064087,1.8735858673943688,3.406828193132035,-169.74818885241862,-962,230,15190,69,-116,-106,539.0,-114.75,-67.625
10.703397035598755,1.649515003926995,3.0366559947965666,-168.8727980353219,-742,526,16323,-88,-238,246,532.75,-124.875,-64.875
10.97859239578247,0.45805496980984395,2.539188233846096,-168.02791390213295,14,0,17163,57,-540,302,515.625,-125.125,-66.75
11.253734111785889,-0.0991738076160787,2.274228861668085,-167.24383664424195,235,-127,15990,222,-171,215,516.5,-133.75,-57.875
11.528928995132446,-0.20258064610524276,1.6324257164055458,-165.1296531593811,185,-997,18718,290,32,841,505.25,-155.375,-49.5
11.804051876068115,-0.2765202270075499,0.6094076351365286,-164.71739944812896,438,-757,16784,-95,143,50,509.125,-151.5,-48.0
12.079242706298828,-0.486711699457307,0.27444092981812446,-165.23790520442844,-58,-714,16614,221,-215,-384,516.75,-143.875,-51.125
12.35474705696106,-0.6241138488275068,0.698953179048877,-166.26501847565143,-165,813,16471,-84,-261,-584,513.0,-128.5,-56.375
12.630083560943604,-0.9996099258075445,0.5718724607974702,-166.59646838856224,1081,411,17331,-174,176,-108,523.625,-121.125,-59.25
12.9054114818573,-1.4152662227607873,0.5240092711589729,-166.6682917316927,762,40,16625,37,-44,9,524.75,-122.125,-59.625
13.181482315063477,-0.7284932026397641,1.1122162460340466,-167.06837033076755,-246,997,16221,-24,123,-73,531.625,-114.25,-65.75
13.456884384155273,-0.44882051209477186,1.6391114400003446,-167.4781404474877,-334,953,16130,41,-101,-105,536.125,-113.375,-66.375
13.73248815536499,-0.30260036382618544,1.9669587848728418,-167.21921868040488,-79,837,15766,25,-3,235,532.0,-116.625,-69.5
14.00911831855774,-0.09749521563826948,0.5670949837112065,-168.85958152029244,834,-70,17536,-567,491,-645,536.5,-91.75,-68.75
14.370018482208252,-0.46401895216710887,1.6053305231827342,-168.8449405693505,311,1160,16976,243,-112,239,539.625,-92.125,-72.5
14.72490382194519,0.10595072978119943,2.2143388870277874,-168.60167582846967,-393,874,16728,222,128,262,545.25,-102.75,-60.75
15.067803382873535,0.6255141231022336,3.8424100233083904,-169.58873654224095,-1418,1730,16557,572,-393,-546,547.25,-104.875,-57.25
15.421945571899414,1.1614827188138879,4.909404258650207,-170.4997534038539,-495,2125,15994,203,152,-460,551.125,-92.625,-49.875
15.737361669540405,0.7714263102271041,4.940025310749563,-170.70633639468673,170,2042,17378,-231,-16,-24,554.875,-88.75,-44.5
16.0160813331604,1.1038769041564658,5.041436528899211,-170.46154688754257,187,1126,16431,210,444,43,562.625,-101.875,-39.375
16.29326868057251,1.5000232532972249,4.878015805738555,-169.92216848326456,-1038,2001,17241,-365,-52,225,562.375,-108.25,-39.375
16.570476293563843,1.0708049661233958,5.469227163859424,-169.64843825589855,-693,1858,15989,122,-431,-7,554.375,-117.375,-37.375
16.847452878952026,-0.5157824590551248,6.0726397457736825,-169.9942576353019,1069,1910,15845,189,-392,-370,553.875,-117.5,-42.125
17.124829292297363,-0.45553952840250367,6.804757742725665,-170.4962301172294,348,2697,15982,-36,94,-485,553.125,-112.375,-44.875
17.40220284461975,-1.354363339022989,6.423527275917635,-169.52990258184343,1258,1040,16793,190,-11,284,553.625,-125.125,-49.0
17.679948091506958,-1.2558763534384905,6.820748912105034,-169.59043418963753,311,1798,15822,234,4,-288,560.625,-127.375,-49.75
17.957801580429077,0.3464637467062616,7.667176126703611,-169.33581547087948,-1911,2693,16223,158,-81,-148,557.375,-132.75,-50.375
18.235408782958984,0.24466036015549433,7.697380545759613,-168.3758526699123,-489,2065,17295,89,-213,241,549.125,-142.5,-53.25
18.51262617111206,-0.6113845138155944,7.250053028494185,-168.661792744384,474,1650,15663,-87,-338,-382,541.875,-136.25,-59.0
18.791440963745117,-0.008021650105465678,7.234068880149906,-169.41257127687012,-76,2565,16746,-230,216,-544,543.5,-118.375,-62.75
19.071572065353394,-0.9004201086075109,6.819912375153637,-168.32543266055526,990,950,16451,253,-46,398,536.75,-133.25,-64.125
19.34672212600708,-1.3956227986743812,6.504665004391408,-167.87111085294447,952,1400,17178,85,13,106,544.5,-134.125,-57.5
