Time,Pitch,Roll,Yaw,X-Accel,Y-Accel,Z-Accel,Gyro1,Gyro2,Gyro3,Mag1,Mag2,Mag3
0.27487850189208984,0.06423830334395449,0.37230368914236617,177.36115887503777,48,1396,16504,31,113,-19,411.625,95.875,-116.0
0.5507123470306396,-0.3109742658484892,0.8993715098158492,175.49522598225178,113,1462,16607,51,-147,132,409.375,93.0,-115.875
0.8256697654724121,-0.6966610468620207,1.3670376627175023,173.76888223471784,434,1583,16548,-23,-43,47,409.5,96.125,-121.0
1.1006460189819336,-0.6404271815986798,1.884838257168323,172.55961417502726,135,1552,16495,-11,36,49,412.25,89.25,-119.25
1.3755981922149658,-0.640115103625179,2.3077998863848532,171.41206982953244,67,1541,16549,-8,-26,36,410.125,93.75,-119.0
1.7109618186950684,-0.614399819943841,2.774845089708614,170.40320865754484,135,1619,16752,19,20,5,412.875,95.375,-118.625
2.062551498413086,-0.5782249660333018,3.1599190843992866,169.80884604746092,74,1525,16582,23,-1,98,415.625,92.25,-119.0
2.4140589237213135,-0.4979008544110542,3.524061659062294,169.24409044342332,-35,1516,16497,52,-24,67,414.375,92.875,-118.375
2.772944450378418,-0.6132603184388703,3.8062503818889595,168.78112049788297,200,1576,16569,3,-28,65,417.625,93.25,-118.0
3.129739284515381,-0.6851670372916042,4.11635070100119,168.4042048179815,77,1664,16706,14,-79,85,412.75,92.875,-115.625
3.48846435546875,-0.3874535798040855,4.321217600280342,168.0586030719412,159,1572,16463,8,199,24,416.625,92.625,-117.375
3.844987630844116,-0.45681028039067473,4.520325965422427,167.8239443846693,33,1612,16526,8,-70,74,415.5,91.875,-119.875
4.131187915802002,-0.39587331773927004,4.80473284941079,167.73535522975516,82,1704,16531,17,24,37,415.375,86.0,-121.375
4.4062628746032715,-0.17724132519916552,4.899388052838066,167.61778571648443,37,1715,16605,-65,120,40,416.75,88.375,-118.25
4.681341171264648,-0.37837738415927175,5.005978742399672,167.4993955189739,191,1660,16593,-16,-55,50,412.125,87.625,-119.375
4.956843137741089,-0.4852283406164399,5.180023451559601,167.33059263265187,171,1661,16654,50,-33,22,412.5,88.875,-120.125
5.232367515563965,-0.5038953577994552,5.163836742506018,166.99736905204114,367,1701,16484,-68,112,-37,412.0,93.5,-118.875
5.507835388183594,-0.4715081864858256,5.103529951815222,166.9522619415645,8,1479,16591,-9,-38,61,410.625,89.75,-117.25
5.783233642578125,-0.35844496233815853,5.026529621015986,166.90674399655964,-25,1425,16722,-6,-1,17,414.875,88.75,-120.375
6.058577060699463,-0.27448635599882926,4.9600008101152016,166.77494414484767,-201,1383,16637,19,-91,17,413.75,92.125,-115.75
6.333888053894043,-0.19127659439085887,4.786075633048694,166.91016483090436,50,1342,16678,-51,57,143,411.5,90.125,-117.625
6.609267473220825,0.04581548353721372,5.067174784261177,166.8431769160505,-186,1616,16128,73,43,29,415.375,91.375,-120.25
6.884660720825195,-0.5499963863824014,9.924922753519763,167.72764474917017,-795,5263,15137,1179,-750,403,431.125,74.5,-128.75
7.160031795501709,-1.1061521482328913,11.904304029279645,167.56404229602907,-554,4203,13452,262,-794,68,414.25,70.0,-133.5
7.4355103969573975,0.8261890167777811,15.263407009621808,165.90956059320064,-4156,7227,17229,825,-891,-679,407.0,80.5,-136.125
7.711162567138672,3.1596196518946904,13.21087061087107,165.75167391996686,-604,1978,20353,-91,1263,-837,413.25,42.125,-150.25
7.986891508102417,8.445106270688179,10.401273763838075,167.3773429965009,-1946,2235,16248,-1490,2988,-262,411.875,24.625,-151.625
8.262524127960205,-0.06694464246658051,13.313541957308418,177.78694282474726,2246,1618,11367,1013,-1188,-764,406.875,-16393.75,-148.0
8.538136720657349,2.250285744980814,13.820587563295378,178.6601465318184,-2854,3502,15053,196,47,54,432.25,-44.625,-133.25
8.813696146011353,-0.6990831002978521,9.772147240048621,178.9364387861756,1936,-2743,17139,344,-843,-158,441.5,-55.875,-127.375
9.127302646636963,-1.9563871162029798,8.64570680700131,178.04234440762465,-1208,1578,16299,-200,-1683,-507,448.875,-21.625,-121.625
9.402488708496094,-3.415639832892997,7.377743258725937,-168.55981503022306,-2020,-1300,15368,-167,-1115,1063,459.5,-8208.625,-129.75
9.677656888961792,-3.315532475027664,5.8588663000039665,-154.3084606517042,-812,1683,18552,-1536,273,1796,443.25,-16386.875,-133.375
9.952977418899536,-1.8984403912594243,5.761888831060157,-165.17540869361815,-3412,-1395,17786,402,-1735,533,455.5,16388.875,-142.375
10.22925615310669,-2.112694603307552,7.553188446604362,-176.96882402009118,692,2039,16812,130,-924,406,421.0,8215.625,-150.125
10.504241228103638,-0.09057632127388886,7.526019065208149,-178.53924283531245,1598,2818,13063,-293,2088,-114,423.25,25.25,-153.875
10.77947998046875,-3.3872889043906853,10.002167763512931,176.38490666327837,-1713,2723,12775,1501,-3642,-1208,409.25,66.625,-147.625
11.055585861206055,-5.005266817721243,12.326699670166299,174.6917151136754,1858,5185,13376,343,-315,983,414.25,112.5,-125.25
11.330858707427979,-3.5651698195238164,11.450329335580482,172.21362690010017,1687,3427,15682,-352,1235,37,405.625,122.25,-108.0
11.60708737373352,-5.911453621525944,8.769011407767232,170.41909091211792,1907,-1080,17456,554,-1069,185,391.625,103.625,-115.5
11.882020235061646,-5.471848065632762,8.857984265410115,167.28249015358531,-734,1829,16291,474,-1055,-861,373.75,106.25,-111.625
12.157511949539185,-4.778208618778144,7.947787710011231,166.68147186161167,1008,1399,16890,98,214,71,364.25,95.125,-117.125
12.432813882827759,-4.498451383684168,7.663628109891147,166.56120622161222,1196,788,16941,651,116,130,382.5,92.0,-117.25
12.708035469055176,-2.528826346477046,5.551899778452482,167.72395788963078,536,1420,17277,-864,1075,1044,401.875,106.125,-103.125
12.983279705047607,-0.8781411347993618,5.01045857115925,166.80225877883737,-140,1337,17590,-98,703,-123,419.75,115.0,-97.625
13.25894284248352,-0.3944908786491635,6.068286882066078,165.180506665784,-2239,1068,15967,969,-1035,-657,404.75,106.125,-108.625
13.534238576889038,-0.5866781836265965,4.430101487534265,164.06095174362233,734,535,17045,-394,195,-303,391.0,119.5,-100.625
13.809505224227905,-0.26220008521000887,4.120963199044236,165.65678606386962,-267,158,16711,328,50,883,407.375,98.0,-108.0
14.090141296386719,-0.4454275534405624,3.374107251178271,167.55400520323425,172,317,17246,-79,-21,1152,415.75,90.875,-114.0
14.4481360912323,-1.1632053466790826,3.413078464600627,167.34891999932182,941,1037,16446,21,-65,-2,420.5,94.25,-108.25
14.803963899612427,-1.7819936961262872,3.3702757038923052,166.8401895733511,782,711,16640,140,-200,-193,415.25,95.25,-112.0
15.16080927848816,-2.633313113947811,3.8780716144862013,167.1745533765959,383,1405,16722,141,-634,267,399.875,87.375,-114.75
15.51146650314331,-2.5540091163194507,3.0781127526519385,167.0455153126994,1567,268,16656,-88,465,-35,409.5,92.5,-114.375
15.865731954574585,-2.383294457731567,3.346534462817713,167.11362555257253,693,1365,16999,-19,94,130,407.5,93.25,-111.125
16.21825909614563,-2.197919412411738,3.9554167984201416,167.01973252635486,807,1768,15965,-17,200,-21,414.875,91.5,-114.25
16.57576012611389,-2.65996242168003,5.137701089965521,166.81046018801652,942,1305,15609,623,-167,-330,406.875,75.625,-120.125
16.928824186325073,-2.4417962379807876,4.538251450833196,166.90961271323363,593,1015,16950,-159,52,27,407.25,85.125,-117.25
17.285009622573853,-2.126947381822201,4.3348952678804915,166.97174247789812,548,1179,16870,-62,128,10,403.25,84.875,-116.625
17.645653009414673,-1.6241409622768361,4.545782834546324,166.87952763490557,294,1267,16967,106,148,-237,395.25,75.0,-121.25
18.003745079040527,-1.319182452588434,5.274065163308634,166.8094226860735,-23,2940,16093,-344,-36,51,398.625,88.875,-112.875
18.35812759399414,-1.516433698578955,4.854204155499298,166.3541152865005,630,1051,16587,8,1,-67,401.875,98.5,-109.125
18.7151358127594,-1.2567932468146432,3.9381996885853536,165.4403514590518,-121,232,16655,55,-94,-214,387.125,107.75,-104.875
19.07340693473816,-1.5833284568005315,3.123213984973249,164.99532027723274,1072,208,16679,-15,158,-14,381.75,109.0,-103.25
19.42259430885315,-1.9575182281847876,2.842936793262761,164.78882629112354,671,376,17036,146,-131,129,377.125,110.125,-106.375
19.784277200698853,-2.2634637097735784,2.668817335693268,164.53485259997402,1074,480,16448,82,61,-49,376.75,105.0,-109.0
20.138487815856934,-2.7046133707092954,3.3035683765448387,164.5152072455226,747,1115,16570,285,-243,110,374.75,105.125,-110.875
