Time,Pitch,Roll,Yaw,X-Accel,Y-Accel,Z-Accel,Gyro1,Gyro2,Gyro3,Mag1,Mag2,Mag3
0.27489161491394043,-0.6984597029064126,0.07748308751573524,-178.04384231380052,850,-382,16287,5,-12,54,538.625,-86.125,-107.75
0.5499892234802246,-1.036659335124784,-0.019043519332215517,-176.9488545722895,561,-275,16083,-65,-26,-107,543.5,-76.125,-107.625
0.8250174522399902,-1.195903983321439,-0.12322044252073101,-175.60737656244316,576,-728,16534,169,45,152,541.375,-79.75,-107.25
1.1022305488586426,-1.8011830885690627,-0.20425155816746227,-174.64652331386338,1224,-464,15585,88,84,132,536.375,-75.875,-112.75
1.377624750137329,-2.060919085357492,-0.05673493497015468,-173.87523778393623,729,-424,16125,213,-49,27,537.375,-83.375,-108.625
1.652768850326538,-2.6597538666585434,-0.2422855039608262,-173.20533223081154,1075,-676,16279,170,-149,127,536.125,-79.125,-111.5
1.927887201309204,-2.723720397244164,-0.4555268628238655,-172.69318456745538,799,-378,16260,-35,-15,9,532.25,-85.75,-109.375
2.2032268047332764,-3.146055447725204,-0.28792345163448674,-172.22745644938092,841,-134,16395,86,-251,85,536.5,-84.125,-110.625
2.4783742427825928,-3.257278478796818,-0.10677639445716526,-171.99863913584423,792,-73,16499,90,-130,-27,536.125,-85.75,-111.375
2.753491163253784,-3.3470439982904696,-0.2317370940996576,-171.7752218971405,816,-268,16665,27,-127,64,533.625,-81.125,-112.75
3.028644561767578,-3.650720866477909,-0.7823566142095448,-171.6181051058386,861,-819,16776,19,-270,129,530.75,-74.125,-113.75
3.303779125213623,-3.734290082446718,-0.96529955489821,-171.3376682067799,1050,-779,16535,154,-60,98,526.0,-81.875,-115.625
3.6460981369018555,-3.83058882788289,-1.0757861334684888,-171.1747538107879,1192,-607,16523,101,-10,106,533.25,-80.0,-109.875
4.003174543380737,-3.7027205140396466,-1.0596495673860555,-171.03654150167796,899,-516,16410,127,-18,101,539.25,-81.75,-110.25
4.278424024581909,-3.6973061065495214,-1.0327676246924695,-170.95628749255332,816,-566,16735,161,-134,92,532.25,-79.75,-110.375
4.553555488586426,-3.52761856011621,-0.9552311145388781,-170.77613928030516,843,-549,16519,193,-2,134,537.25,-83.25,-111.25
4.828654050827026,-3.7595954560325837,-0.5062567995561054,-170.5931879992181,666,-15,16781,171,-343,80,536.125,-89.5,-111.125
5.104294538497925,-4.60900645914871,-0.5688129078676151,-169.87905239912692,1431,-27,16605,-75,-410,452,524.875,-89.375,-112.375
5.379513502120972,-4.266547277733663,-0.1757145466654487,-169.8501911753858,1144,-377,16404,377,142,-1,530.875,-95.875,-105.875
5.656077861785889,-3.4496982975994435,-0.23991041059731358,-169.91561329956272,619,-337,16812,109,236,9,540.875,-93.5,-108.125
5.931421279907227,-3.624098552780911,-0.032984997781320365,-169.92936973384118,983,359,16704,-69,-132,40,533.75,-93.125,-111.875
6.2073469161987305,-3.684874738614027,0.252037376674548,-169.96157997461466,1016,268,16391,59,-54,33,536.375,-93.25,-109.125
